,Adresse,Anzahl Bewertungen,Anzahl Sterne,Art der Unterkunft,Ausstattung,Gesamtnote,Hotelpersonal,Komfort,Lage,Land,Link zu Unterkunft,Name des Hotels,Ort,Preis/Leistung,Sauberkeit,Kanton
1830,"Dorfstrasse 47, 7563 Samnaun, Schweiz", 95 ,3,Hotel,"8,3"," 8,7 ","8,8","8,2","9,2", Schweiz,https://www.booking.com/hotel/ch/camona.de.html,Hotel Camona & Apart Walserhof,"46.94219074,10.35789728","8,2","9,1",Graubünden
1831,"Via Maistra, 7504 Pontresina, Schweiz", 60 ,3,Hotel,"9,3"," 9,5 ","9,7","9,3","9,6", Schweiz,https://www.booking.com/hotel/ch/albris.de.html,Hotel Albris,"46.49498745,9.90037948","9,2","9,8",Graubünden
1832,"Emserstrasse 4, 7000 Chur, Schweiz", 370 ,3,Hotel,"8,3"," 8,4 ","8,9","8,3","8,0", Schweiz,https://www.booking.com/hotel/ch/sommerau.de.html,Hotel Sommerau,"46.84595145,9.50652927","7,9","9,0",Graubünden
1833,"Bahnhofstr. 12, 7250 Klosters-Serneus, Schweiz", 88 ,3,Hotel,"8,0"," 8,5 ","9,0","8,2","9,1", Schweiz,https://www.booking.com/hotel/ch/chesa-grischuna.de.html,Romantik Hotel Chesa Grischuna,"46.86782376,9.88241136","8,0","9,0",Graubünden
1834,"Via Salastrains 12, 7500 St. Moritz, Schweiz", 61 ,3,Hotel,"7,8"," 8,3 ","9,0","7,9","8,4", Schweiz,https://www.booking.com/hotel/ch/salastrains.de.html,Hotel Salastrains,"46.49923016,9.82789380","7,7","8,7",Graubünden
1835,"Strada principale 100, 7610 Soglio GR, Schweiz", 50 ,,Hotel,"8,2"," 9,0 ","9,4","8,5","9,7", Schweiz,https://www.booking.com/hotel/ch/la-soglina.de.html,Hotel La Soglina,"46.34251345,9.53779578","8,6","9,5",Graubünden
1836,"Neudorfstrasse 50, 7430 Thusis, Schweiz", 321 ,3,Hotel,"8,6"," 8,9 ","9,2","8,7","8,8", Schweiz,https://www.booking.com/hotel/ch/weiss-kreuz.de.html,Hotel Weiss Kreuz,"46.69591092,9.43958938","8,4","9,4",Graubünden
1837,"Chalchera 157, 7551 Ftan, Schweiz", 88 ,,Gasthaus,"9,1"," 9,4 ","9,8","9,1","9,5", Schweiz,https://www.booking.com/hotel/ch/chasa-allegra.de.html,Chasa Allegra,"46.79239871,10.24318725","9,3","9,7",Graubünden
1838,"Pfisterplatz 1, 7000 Chur, Schweiz", 373 ,,Hotel,"7,5"," 8,3 ","9,0","7,6","9,1", Schweiz,https://www.booking.com/hotel/ch/zunfthaus-zur-rebleuten.de.html,Zunfthaus zur Rebleuten,"46.84853532,9.53106210","7,7","8,8",Graubünden
1839,"Poststrasse 266, 7050 Arosa, Schweiz", 11 ,2,Hotel,"8,0"," 8,8 ","9,5","8,0","9,3", Schweiz,https://www.booking.com/hotel/ch/hold.de.html,Hotel Hold,"46.77499800,9.66457000","8,9","8,9",Graubünden
1840,"Voia las Bovas 1, 7083 Lenz, Schweiz", 59 ,3,Hotel,"8,6"," 8,8 ","9,4","8,6","8,1", Schweiz,https://www.booking.com/hotel/ch/bed-amp-breakfast-cualmet.de.html,Hotel Cualmet - Alpine Garni,"46.68369980,9.56421822","8,7","9,3",Graubünden
1841,"Museumstrasse 4, 7260 Davos, Schweiz", 186 ,3,Hotel,"7,2"," 7,7 ","7,8","7,2","8,3", Schweiz,https://www.booking.com/hotel/ch/bunda-davos.de.html,Hotel Bünda Davos,"46.80766402,9.84363735","7,3","8,3",Graubünden
1842,"Via alpsu 217, 7188 Sedrun, Schweiz", 139 ,3,Hotel,"8,5"," 8,8 ","9,2","8,6","8,7", Schweiz,https://www.booking.com/hotel/ch/posta.de.html,Hotel Posta,"46.67615686,8.75267029","8,4","9,6",Graubünden
1843,"Schulstrasse 8, 7562 Samnaun, Schweiz", 70 ,3,Hotel,"9,2"," 9,5 ","9,7","9,4","9,4", Schweiz,https://www.booking.com/hotel/ch/soliva.de.html,Ferienresidenz Soliva,"46.95948951,10.40031374","9,4","9,9",Graubünden
1844,"Vi 383, 7550 Scuol, Schweiz", 127 ,4,Hotel,"8,8"," 9,0 ","9,4","8,8","9,3", Schweiz,https://www.booking.com/hotel/ch/romantik-und-boutique-guardaval.de.html,Engadiner Boutique-Hotel GuardaVal,"46.79734196,10.29742420","8,0","9,4",Graubünden
1845,"Via Tgantieni 17, 7078 Lenzerheide/Lai, Schweiz", 24 ,3,Hotel,"9,4"," 9,6 ","9,9","9,5","9,7", Schweiz,https://www.booking.com/hotel/ch/berghotel-tgantieni.de.html,Berghotel Tgantieni,"46.72087653,9.52764362","9,0","10,0",Graubünden
1846,"Via da Mez 178, 7742 Poschiavo, Schweiz", 120 ,3 Sterne,Gasthaus,"8,9"," 9,2 ","9,8","8,8","9,1", Schweiz,https://www.booking.com/hotel/ch/albergo-croce-bianca.de.html,Albergo Croce Bianca,"46.32363816,10.05777419","9,0","9,6",Graubünden
1847,"Chilchweg, 7050 Arosa, Schweiz", 99 ,2,Hotel,"8,1"," 8,6 ","9,0","7,9","9,3", Schweiz,https://www.booking.com/hotel/ch/erzhorn-arosa.de.html,Erzhorn,"46.77561638,9.65962284","8,3","9,3",Graubünden
1848,"Via Tegiatscha 1, 7500 St. Moritz, Schweiz", 9 ,3,Hotel,"8,9"," 9,0 ","9,6","9,3","9,3", Schweiz,https://www.booking.com/hotel/ch/restaurant-corvatsch.de.html,Hotel Restaurant Corvatsch,"46.48689003,9.83636722","8,2","10,0",Graubünden
1849,"Obergasse 40, 7494 Davos Wiesen, Schweiz", 205 ,3,Hotel,"8,5"," 8,9 ","9,4","8,6","8,9", Schweiz,https://www.booking.com/hotel/ch/sonnenhalde-amp-restaurant.de.html,Hotel Sonnenhalde,"46.70926511,9.71699417","9,1","9,3",Graubünden
1850,"Waldweg 3, 7563 Samnaun, Schweiz", 99 ,3,Hotel,"9,2"," 9,5 ","9,8","9,3","9,5", Schweiz,https://www.booking.com/hotel/ch/garni-aurora.de.html,Hotel Garni Aurora,"46.95305439,10.37320197","9,3","9,8",Graubünden
1851,"Maranerstrasse, 7050 Arosa, Schweiz", 48 ,4,Hotel,"8,2"," 8,9 ","9,5","9,0","9,4", Schweiz,https://www.booking.com/hotel/ch/golf-sporthotel-hof-maran.de.html,Golf- & Sporthotel Hof Maran,"46.79323057,9.68124837","7,8","9,6",Graubünden
1852,"Via Alpsu 57, 7188 Sedrun, Schweiz", 32 ,,Hotel,"8,5"," 9,1 ","9,7","8,8","8,7", Schweiz,https://www.booking.com/hotel/ch/postigliun-sedrun.de.html,Hotel Postigliun,"46.68052928,8.77545834","9,1","9,7",Graubünden
1853,"Dorfstrass 7, 7240 Küblis, Schweiz", 31 ,,Hotel,"7,5"," 8,3 ","9,4","7,6","7,8", Schweiz,https://www.booking.com/hotel/ch/krone-kublis.de.html,Hotel Krone,"46.91460505,9.77761940","8,3","9,3",Graubünden
1854,"Bugliac, 7424 Cazis, Schweiz", 84 ,,Hotel,"7,9"," 8,4 ","9,4","8,0","8,1", Schweiz,https://www.booking.com/hotel/ch/plattas-cazis.de.html,Hotel Plattas,"46.74246600,9.40540600","8,4","8,6",Graubünden
1855,"Voia Principala 20, 7492 Alvaneu, Schweiz",NaN,,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/belfort-alvaneu.de.html,Hotel Belfort,"46.67747745,9.64371478",NaN,NaN,Graubünden
1856,"Landstrasse 141, 7250 Klosters-Serneus, Schweiz", 20 ,,Hotel,"9,0"," 9,1 ","9,2","9,6","8,3", Schweiz,https://www.booking.com/hotel/ch/walserhof-klosters.de.html,Hotel Walserhof,"46.87183226,9.88111317","8,2","9,9",Graubünden
1857,"Via da Baselgia, 7515 Sils im Engadin, Schweiz", 59 ,2,Hotel,"8,9"," 9,2 ","9,5","9,1","9,5", Schweiz,https://www.booking.com/hotel/ch/garni-chesa-sarita.de.html,Hotel Chesa Sarita Superior,"46.43382719,9.75500326","8,5","9,7",Graubünden
1858,"Via Grava 63, 7542 Susch, Schweiz", 122 ,,Hotel,"6,7"," 7,4 ","7,6","6,9","7,6", Schweiz,https://www.booking.com/hotel/ch/garni-fluela.de.html,Hotel Pizzeria Fluela,"46.74888369,10.07890731","7,1","8,2",Graubünden
1859,"Hauptstrasse 9, 7494 Davos Wiesen, Schweiz", 405 ,3,Hotel,"9,0"," 9,1 ","9,2","9,2","8,8", Schweiz,https://www.booking.com/hotel/ch/restaurant-bellevue-davos-wiesen.de.html,Hotel-Restaurant Bellevue,"46.70320647,9.71315593","9,0","9,6",Graubünden
1860,"Via da Mez 144, 7742 Poschiavo, Schweiz", 95 ,,Hotel,"7,2"," 8,0 ","8,5","7,2","8,5", Schweiz,https://www.booking.com/hotel/ch/centrale-poschiavo.de.html,Hotel Centrale,"46.32630539,10.05809069","7,5","8,4",Graubünden
1861,"Chantun Sura 21, 7545 Guarda, Schweiz", 103 ,3,Hotel,"8,6"," 9,0 ","9,2","8,6","9,5", Schweiz,https://www.booking.com/hotel/ch/piz-buin.de.html,Hotel Piz Buin Guarda,"46.77553683,10.15385360","8,1","9,6",Graubünden
1862,"Stradun, 7550 Scuol, Schweiz", 30 ,3 Sterne,Gasthaus,"8,5"," 8,9 ","9,0","8,4","9,5", Schweiz,https://www.booking.com/hotel/ch/astras.de.html,Hotel Astras,"46.79775326,10.30024320","8,5","9,2",Graubünden
1863,"Pozstrasse 30/ Ravaisch, 7563 Samnaun, Schweiz", 64 ,3,Hotel,"9,5"," 9,5 ","9,9","9,4","9,2", Schweiz,https://www.booking.com/hotel/ch/apart-alvetern.de.html,Apart Hotel Garni Alvetern,"46.95233119,10.37153900","9,2","9,8",Graubünden
1864,"Via da Fidaz 34, 7019 Flims, Schweiz", 76 ,3,Hotel,"8,6"," 9,0 ","9,8","8,8","9,0", Schweiz,https://www.booking.com/hotel/ch/fidazerhof.de.html,FidazerHof,"46.83739269,9.30276453","8,3","9,5",Graubünden
1865,"Pozstrasse 31, 7563 Samnaun, Schweiz", 52 ,3,Hotel,"8,1"," 8,5 ","9,1","7,8","8,9", Schweiz,https://www.booking.com/hotel/ch/soldanella.de.html,Sonnenhotel Soldanella Sonneck,"46.95225613,10.37057340","8,1","9,1",Graubünden
1866,"Padrus, 7551 Ftan, Schweiz", 79 ,3,Hotel,"7,7"," 8,5 ","9,1","7,9","9,1", Schweiz,https://www.booking.com/hotel/ch/restorant-engiadina.de.html,Hotel Restorant Engiadina,"46.79385749,10.24634957","8,1","9,2",Graubünden
1867,"Schrabachstr. 95 B, 7220 Schiers, Schweiz", 71 ,3,Hotel,"8,0"," 8,3 ","9,0","8,0","8,0", Schweiz,https://www.booking.com/hotel/ch/alpina-schiers.de.html,Hotel Alpina,"46.96600439,9.68948811","8,2","8,8",Graubünden
1868,"Poststrasse 4, 7434 Sufers, Schweiz", 123 ,,Hotel,"7,9"," 8,7 ","9,5","8,2","9,0", Schweiz,https://www.booking.com/hotel/ch/seeblick-sufers.de.html,Hotel Seeblick,"46.56993600,9.36855900","8,3","9,3",Graubünden
1869,"Via Cantonale, 6565 San Bernardino, Schweiz", 95 ,3,Hotel,"6,7"," 7,5 ","8,0","7,0","8,4", Schweiz,https://www.booking.com/hotel/ch/brocco-e-posta.de.html,Hotel Brocco e Posta,"46.46249076,9.19190615","6,6","7,9",Graubünden
1870,"Prättigauerstrasse 10, 7265 Davos, Schweiz", 127 ,3,Hotel,"8,0"," 8,6 ","9,2","8,0","9,1", Schweiz,https://www.booking.com/hotel/ch/seeba1-4el.de.html,Hotel Seebüel,"46.82465568,9.85424548","8,2","9,2",Graubünden
1871,"Prättigauerstr. 32, 7265 Davos, Schweiz", 61 ,3,Hotel,"8,9"," 9,0 ","9,7","9,0","8,4", Schweiz,https://www.booking.com/hotel/ch/kesslers-kulm.de.html,Kessler's Kulm,"46.83266598,9.85387802","8,5","9,5",Graubünden
1872,"Hauptstrasse 171, 7546 Ardez, Schweiz", 117 ,3,Hotel,"9,1"," 9,4 ","9,7","9,2","9,2", Schweiz,https://www.booking.com/hotel/ch/schorta-s-alvetern.de.html,Schorta's Alvetern,"46.77524439,10.19817442","9,2","9,8",Graubünden
1873,"Hauptstrasse 130 A, 7247 Saas, Schweiz", 96 ,2,Hotel,"7,9"," 8,4 ","8,7","8,1","8,5", Schweiz,https://www.booking.com/hotel/ch/old-jnn.de.html,Hotel Old-Jnn,"46.90993289,9.81047451","8,4","8,8",Graubünden
1874,"Kirchstrasse 2, 7402 Bonaduz, Schweiz",NaN,,Aparthotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/gastehaus-alte-post.de.html,Gästehaus Alte Post,"46.81159900,9.40019200",NaN,NaN,Graubünden
1875,"Aussergasse 18, 7494 Davos Wiesen, Schweiz", 123 ,3 Sterne,Aparthotel,"8,2"," 8,4 ","8,9","8,2","8,3", Schweiz,https://www.booking.com/hotel/ch/kinderhotel-muchetta.de.html,Apart- und Kinderhotel Muchetta,"46.70176804,9.70881611","8,0","8,6",Graubünden
1876,"veia viglia gelgia 21, 7450 Tiefencastel, Schweiz", 227 ,,Hotel,"7,8"," 8,4 ","9,2","7,7","8,4", Schweiz,https://www.booking.com/hotel/ch/restaurant-raetia.de.html,Hotel Rätia,"46.66163846,9.57631499","8,4","9,0",Graubünden
1877,"Via S. Clau 2a, 7018 Flims, Schweiz", 25 ,3 Sterne,Aparthotel,"8,8"," 9,1 ","9,6","8,6","9,4", Schweiz,https://www.booking.com/hotel/ch/am-waldrand.de.html,Hotel am Waldrand,"46.82496040,9.28769690","8,5","9,5",Graubünden
1878,"Veia davos tga Clo 2, 7460 Savognin, Schweiz", 92 ,3 Sterne,Gasthaus,"7,1"," 8,0 ","8,5","7,2","9,1", Schweiz,https://www.booking.com/hotel/ch/romana-savognin.de.html,Hotel Romana,"46.59585010,9.59444135","7,4","8,3",Graubünden
1879,"Votlastr.5, 7563 Samnaun, Schweiz", 22 ,3 Sterne,Aparthotel,"9,2"," 9,0 ","8,8","9,1","9,3", Schweiz,https://www.booking.com/hotel/ch/apart-garni-bergsonne.de.html,Apartment Bergsonne,"46.94339019,10.36210567","8,1","9,3",Graubünden
1880,"Sertigerstrasse 34, 7272 Sertig Döfli Davos, Schweiz", 75 ,,Gasthaus,"9,3"," 9,3 ","9,0","9,3","9,7", Schweiz,https://www.booking.com/hotel/ch/walserhuus-sertig-davos-sertig.de.html,Hotel Walserhuus Sertig,"46.72074045,9.84950602","8,5","9,8",Graubünden
1881,"Schulstr. 6, 7562 Samnaun, Schweiz", 11 ,3,Hotel,"8,2"," 8,8 ","9,3","8,6","9,3", Schweiz,https://www.booking.com/hotel/ch/wellnesshotel-romantica.de.html,Hotel Romantica,"46.95952246,10.39995968","8,0","9,3",Graubünden
1882,"Poststrasse 351, 7050 Arosa, Schweiz", 57 ,3,Hotel,"7,8"," 8,4 ","9,1","7,7","8,8", Schweiz,https://www.booking.com/hotel/ch/alpensonne.de.html,Alpensonne,"46.77607101,9.66795266","8,0","8,8",Graubünden
1883,"Plazzet 22, 7503 Samedan, Schweiz", 86 ,,Hotel,"8,4"," 8,7 ","9,0","8,4","8,7", Schweiz,https://www.booking.com/hotel/ch/laagers-garni.de.html,Laagers Hotel Garni,"46.53594636,9.87291902","8,3","9,2",Graubünden
1884,"Cinuos-Chel, 7526 Cinuos-Chel, Schweiz", 67 ,2,Hotel,"8,1"," 8,4 ","9,2","8,1","7,6", Schweiz,https://www.booking.com/hotel/ch/veduta.de.html,Hotel Veduta,"46.63893129,10.02166897","8,3","8,9",Graubünden
1885,"Landwasserstrasse 36, 7276 Frauenkirch, Schweiz", 15 ,,Gasthaus,"7,9"," 8,6 ","9,8","7,8","8,0", Schweiz,https://www.booking.com/hotel/ch/landhuus-frauenkirch.de.html,Landhuus Frauenkirch,"46.76680118,9.79822056","8,6","9,5",Graubünden
1886,"Bahnhofstrasse 5, 7477 Filisur, Schweiz", 141 ,3,Hotel,"7,9"," 8,3 ","8,6","7,9","8,4", Schweiz,https://www.booking.com/hotel/ch/schontal.de.html,Hotel Schöntal,"46.67363740,9.68374014","7,9","9,1",Graubünden
1887,"Julierpasshöhe 770, 7457 Bivio, Schweiz", 89 ,,Hotel,"9,0"," 9,3 ","9,7","8,9","9,5", Schweiz,https://www.booking.com/hotel/ch/ospizio-la-veduta-bivio.de.html,Ospizio La Veduta,"46.47181287,9.72558260","8,9","9,7",Graubünden
1888,"Oberaustrasse 186 D, 7201 Zizers, Schweiz", 88 ,3,Hotel,"8,2"," 8,4 ","8,8","8,2","8,4", Schweiz,https://www.booking.com/hotel/ch/sportsenter-fa1-4nf-daprfer.de.html,Hotel Sportcenter Fünf Dörfer,"46.91951519,9.55795527","7,9","9,1",Graubünden
1889,"Via Cumünela 2, 7522 La Punt-Chamues-ch, Schweiz", 50 ,3,Hotel,"9,1"," 9,2 ","9,5","9,3","9,0", Schweiz,https://www.booking.com/hotel/ch/gasthaus-krone.de.html,Gasthaus Krone,"46.57861629,9.92599493","8,5","9,8",Graubünden
1890,"Strada Cantonale 359, 7516 Maloja, Schweiz", 56 ,,Hotel,"7,9"," 8,2 ","8,8","8,0","8,4", Schweiz,https://www.booking.com/hotel/ch/papstli-maloja.de.html,Hotel Pöstli,"46.40308171,9.69303131","7,4","8,9",Graubünden
1891,"Laretstrasse 9, 7562 Samnaun, Schweiz", 27 ,3,Hotel,"9,2"," 9,5 ","9,9","9,4","9,2", Schweiz,https://www.booking.com/hotel/ch/laret-samnaun.de.html,Boutique-Hotel Laret,"46.95949317,10.39547235","9,3","9,6",Graubünden
1892,"Via Alpsu 107, 7188 Sedrun, Schweiz", 80 ,,Gasthaus,"9,1"," 9,2 ","9,2","9,4","9,0", Schweiz,https://www.booking.com/hotel/ch/cafe-dulezi.de.html,Casa La Roda Café Dulezi,"46.67918594,8.76928657","8,7","9,7",Graubünden
1893,"Flüelapassstrasse 33, 7260 Davos, Schweiz", 31 ,,Gasthaus,"8,3"," 8,9 ","9,3","8,5","9,2", Schweiz,https://www.booking.com/hotel/ch/damiano-s-gasthaus-zum-tschuggen-davos-fla1-4elatal.de.html,Damiano's Gasthaus zum Tschuggen,"46.78690400,9.91963800","8,8","9,5",Graubünden
1894,"Strada Cantonale 3c, 6565 San Bernardino, Schweiz", 99 ,,Aparthotel,"7,4"," 7,7 ","7,6","7,5","8,1", Schweiz,https://www.booking.com/hotel/ch/aparthotel-s-bernardino.de.html,Hotel-Aparthotel San Bernardino,"46.46281224,9.18935537","7,1","8,2",Graubünden
1895,"Postfach 16, 7250 Klosters Serneus, Schweiz",NaN,,Gasthaus,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/schifer.de.html,Berghaus Schifer,"46.88014170,9.81315941",NaN,NaN,Graubünden
1896,"Strada Cantonale 360, 7516 Maloja, Schweiz", 55 ,4,Hotel,"8,7"," 8,9 ","9,1","8,9","8,8", Schweiz,https://www.booking.com/hotel/ch/schweizerhaus-und-postli.de.html,Schweizerhaus Swiss Quality Hotel,"46.40252214,9.69554186","7,9","9,5",Graubünden
1897,"Via Alpsu 105, 7188 Sedrun, Schweiz", 97 ,3,Hotel,"8,0"," 8,4 ","9,0","7,7","8,7", Schweiz,https://www.booking.com/hotel/ch/mira.de.html,Hotel Mira,"46.67914545,8.76965404","7,8","8,9",Graubünden
1898,"Stradung 32, 7460 Savognin, Schweiz", 29 ,3,Hotel,"7,2"," 7,9 ","8,6","7,2","8,9", Schweiz,https://www.booking.com/hotel/ch/piz-mitgel.de.html,Hotel Piz Mitgel,"46.59603441,9.59940344","6,8","8,5",Graubünden
1899,"Via Maistra 40, 7537 Müstair, Schweiz", 56 ,3,Hotel,"9,2"," 9,2 ","9,6","9,1","9,2", Schweiz,https://www.booking.com/hotel/ch/munsterhof.de.html,Hotel Münsterhof,"46.62827629,10.44660866","8,7","9,5",Graubünden
1900,"Dorfstrasse 42, 7545 Guarda, Schweiz", 57 ,3,Hotel,"9,3"," 9,4 ","9,4","9,5","9,5", Schweiz,https://www.booking.com/hotel/ch/meisser.de.html,Hotel Meisser,"46.77540237,10.15400916","8,7","9,7",Graubünden
1901,"Miralago 10, 7743 Miralago, Schweiz", 51 ,,Hotel,"9,2"," 9,2 ","9,8","8,9","9,5", Schweiz,https://www.booking.com/hotel/ch/albergo-ristorante-miralago.de.html,Albergo Ristorante Miralago,"46.27301202,10.10077804","8,2","9,7",Graubünden
1902,"Julierstraße 64, 7457 Bivio, Schweiz", 84 ,3,Hotel,"8,7"," 9,1 ","9,7","9,1","9,2", Schweiz,https://www.booking.com/hotel/ch/post-bivio.de.html,Hotel Post,"46.46755476,9.65041637","8,4","9,6",Graubünden
1903,"via las caglias, 7018 Flims, Schweiz", 56 ,,Hotel,"8,2"," 8,2 ","8,2","8,2","8,4", Schweiz,https://www.booking.com/hotel/ch/casa-las-caglias.de.html,Casa Las Caglias,"46.83103465,9.29150730","7,2","8,9",Graubünden
1904,"Brölet 34, 7546 Ardez, Schweiz", 41 ,3,Hotel,"8,4"," 8,8 ","9,5","8,4","9,1", Schweiz,https://www.booking.com/hotel/ch/aurora-restaurant-bar.de.html,Hotel Aurora,"46.77412100,10.20293810","8,3","9,4",Graubünden
1905,"Spinas 4, 7502 Bever, Schweiz", 96 ,,Gasthaus,"8,1"," 8,7 ","9,3","8,1","8,9", Schweiz,https://www.booking.com/hotel/ch/gasthaus-spinas.de.html,Gasthaus Spinas,"46.55921072,9.84460294","8,6","9,2",Graubünden
1906,"Bauorcha 1, 7535 Valchava, Schweiz", 111 ,3 Sterne,Gasthaus,"9,2"," 9,4 ","9,8","9,2","9,4", Schweiz,https://www.booking.com/hotel/ch/central-la-fainera.de.html,Hotel Central La Fainera Superior,"46.59993231,10.41003540","9,1","9,7",Graubünden
1907,"via Umbrail, 7536 Sta Maria Val Müstair, Schweiz", 75 ,3,Hotel,"8,2"," 8,9 ","9,4","8,4","9,1", Schweiz,https://www.booking.com/hotel/ch/alpina-santa-maria-val-mustair.de.html,Hotel Alpina,"46.60182495,10.42490155","8,5","9,4",Graubünden
1908,"Fuschigna 2, 7502 Bever, Schweiz", 54 ,3,Hotel,"7,5"," 8,3 ","8,4","8,1","9,2", Schweiz,https://www.booking.com/hotel/ch/romantik-chesa-salis.de.html,Historic Hotel Chesa Salis,"46.55368861,9.89168644","7,4","9,2",Graubünden
1909,"Via alla Chiesa ------, 6541 Santa Maria, Schweiz", 46 ,,Gasthaus,"7,0"," 8,2 ","9,0","7,1","8,8", Schweiz,https://www.booking.com/hotel/ch/ristorante-bellavista-santa-maria.de.html,Ristorante Bellavista,"46.26239578,9.14541736","8,1","9,1",Graubünden
1910,"Voa Principala 37, 7083 Lenz, Schweiz", 40 ,,Hotel,"7,8"," 8,2 ","8,9","7,9","8,0", Schweiz,https://www.booking.com/hotel/ch/restaurant-la-tgoma.de.html,Hotel Restaurant La Tgoma,"46.68342195,9.56426382","7,9","8,8",Graubünden
1911,"Gauastrasse, 7215 Fanas, Schweiz", 40 ,,Hotel,"8,1"," 8,9 ","9,5","8,4","9,0", Schweiz,https://www.booking.com/hotel/ch/pension-gasthaus-alpina-amp-ayurart.de.html,Gästehaus Alpina in Fanas,"46.98606941,9.66354579","8,9","9,3",Graubünden
1912,"Dorf 15, 7433 Wergenstein, Schweiz", 64 ,,Hotel,"8,0"," 8,6 ","9,0","7,8","9,5", Schweiz,https://www.booking.com/hotel/ch/restaurant-capricorns.de.html,Hotel Restaurant Capricorns,"46.62636616,9.40744847","8,4","9,3",Graubünden
1913,"Via al Sant, 6535 Roveredo, Schweiz", 107 ,,Hotel,"6,5"," 7,5 ","8,4","6,6","7,5", Schweiz,https://www.booking.com/hotel/ch/albergo-stazione-roveredo.de.html,Albergo Stazione,"46.23670280,9.12763774","7,5","8,2",Graubünden
1914,"231 Pellas, 7144 Vella, Schweiz", 8 ,,Hotel,"7,2"," 8,3 ","9,7","7,2","9,4", Schweiz,https://www.booking.com/hotel/ch/pellas.de.html,Hotel Pellas,"46.71796610,9.17089000","7,8","8,4",Graubünden
1915,"Via Principale, 7746 Le Prese, Poschiavo, Schweiz", 68 ,3,Hotel,"8,0"," 8,7 ","9,7","8,1","8,9", Schweiz,https://www.booking.com/hotel/ch/la-romantica.de.html,Hotel La Romantica,"46.29214942,10.07808656","8,4","9,2",Graubünden
1916,"Haupstrasse 15, 7278 Monstein, Schweiz", 82 ,3,Hotel,"8,5"," 8,8 ","9,3","8,5","9,1", Schweiz,https://www.booking.com/hotel/ch/ducan.de.html,Hotel Ducan,"46.71177371,9.77148056","8,0","9,4",Graubünden
1917,"Plan da Crusch 163 A, 7433 Mathon, Schweiz", 59 ,,Hotel,"9,7"," 9,7 ","9,8","9,6","9,7", Schweiz,https://www.booking.com/hotel/ch/pension-laresch.de.html,Pension Laresch,"46.63922374,9.41576766","9,4","10,0",Graubünden
1918,"Vial Da La Stazion 283, 7742 Poschiavo, Schweiz", 50 ,,Hotel,"8,4"," 8,9 ","9,3","8,5","9,0", Schweiz,https://www.booking.com/hotel/ch/ristorante-pensione-chalet-stazione.de.html,Ristorante Pensione Chalet Stazione,"46.32481250,10.05608171","8,6","9,4",Graubünden
1919,"Jeninserstrasse 6, 7307 Jenins, Schweiz", 169 ,,Hotel,"8,1"," 8,6 ","9,1","8,2","9,1", Schweiz,https://www.booking.com/hotel/ch/gasthof-zur-ba1-4ndte.de.html,Gasthof zur Bündte,"47.00084440,9.55387200","7,9","9,2",Graubünden
1920,"Via Staziun 3-12, 7189 Sedrun, Schweiz", 87 ,3,Hotel,"9,3"," 9,3 ","9,5","9,3","9,0", Schweiz,https://www.booking.com/hotel/ch/la-val-sedrun-rueras.de.html,B&B Casa La Val,"46.67605380,8.75337839","8,7","9,7",Graubünden
1921,"Badstrasse 16, 7249 Klosters Serneus, Schweiz", 35 ,3,Hotel,"8,3"," 8,3 ","8,8","8,1","7,9", Schweiz,https://www.booking.com/hotel/ch/kurhotel-bad-serneus.de.html,Thermal Hotel Bad Serneus,"46.88852317,9.84780014","8,3","8,6",Graubünden
1922,"Oberbergstrasse 20, 7076 Parpan, Schweiz", 195 ,3,Hotel,"9,2"," 9,0 ","9,1","8,9","9,3", Schweiz,https://www.booking.com/hotel/ch/bestzeit-amp-sport.de.html,Bestzeit Lifestyle & Sport Hotel,"46.76097313,9.56112027","8,1","9,5",Graubünden
1923,"Veja Megstra 87, 7482 Bergün, Schweiz", 185 ,,Hotel,"6,1"," 6,9 ","7,1","6,3","8,5", Schweiz,https://www.booking.com/hotel/ch/piz-ela-berga1-4n.de.html,Hotel Piz Ela,"46.62837760,9.74628121","6,1","7,3",Graubünden
1924,"Via Maistra 128, 7505 Celerina/Schlarigna, Schweiz", 23 ,,Hotel,"7,0"," 7,7 ","8,9","7,2","7,7", Schweiz,https://www.booking.com/hotel/ch/saluver.de.html,Hotel Saluver,"46.51629072,9.86222591","7,3","8,3",Graubünden
1925,"Preda, 7482 Bergün, Schweiz", 129 ,2 Sterne,Gasthaus,"8,4"," 8,9 ","9,5","8,6","8,6", Schweiz,https://www.booking.com/hotel/ch/preda-kulm.de.html,Hotel Preda Kulm,"46.59003496,9.77498889","8,5","9,6",Graubünden
1926,"Ambrieschweg 1, 7074 Malix, Schweiz", 5 ,,Hotel,"6,9"," 7,7 ","8,1","7,5","8,0", Schweiz,https://www.booking.com/hotel/ch/battagliahutte-berggasthaus.de.html,Battagliahütte Berggasthaus,"46.82751200,9.51614800","7,0","8,8",Graubünden
